url,title,genres,description,description_word_count,processed_description
https://www.filmweb.pl/film/Kr%C3%B3lik+po+berli%C5%84sku-2009-508355,Królik po berlińsku,['Dokumentalny'],"Między murami króliki czuły się bezpieczne, dopóki nie okazało się, że mur nie służy ich ochronie. Króliki zapragnęły wolności. O budowie i upadku muru berlińskiego z zupełnie innej, niecodziennej perspektywy.",30,mur królik czuły bezpieczny dopóki okazać mur służyć ochrona królik zapragnąć wolność budowa upadek mur berliński zupełnie niecodzienny perspektywa
https://www.filmweb.pl/film/Air+Force+One-1997-3,Air Force One,['Sensacyjny'],"Na pokład startującego z moskiewskiego lotniska prezydenckiego samolotu Air Force One dostaje się grupa terrorystów podających się za rosyjskich dziennikarzy, Ich przywódcą jest fanatycznie oddany sprawie Rosji Ivan Korshunov (Gary Oldman), który z pomocą sympatyzującego z nim agenta amerykańskich służb specjalnych przejmuje kontrolę nad samolotem. Pilotom Air Force One udaje się podejść do lądowania na jednym z lotnisk wojskowych w Niemczech, zostają jednak zabici przez terrorystów, którzy podrywają samolot do dalszego lotu. Prezydent Marshall (Harrison Ford) ukrywa się, wszyscy są przekonani, że udało mu się uciec w kapsule ratunkowej...",89,pokład startując moskiewskiy lotnisko prezydenckiy samolot air forka dostawać grupa terrorysta podających rosyjski dziennikarz przywódca fanatycznie oddać sprawa rosja ivan korshunov gary oldman pomoc sympatyzujący agent amerykański służba specjalny przejmować kontrola samolot pilot air forka udawać podejść lądować lotnisko wojskowy niemczech zostawać zabici terrorysta podrywać samolot dalszego lot prezydent Marshall Harrison ford ukrywać przekonany udać uciec kapsuł ratunkowy
https://www.filmweb.pl/film/Nikita-1990-8148,Nikita,"['Sensacyjny', 'Thriller']","Młoda kobieta na dnie, wciągnięta w spiralę narkotyków i przemocy manipulowana jest przez służby specjalne, które czynią z niej skuteczną beznamiętną zabójczynię wspomaganą przy sposobności przez Victora ""sprzątacza"". Wszystko to jest oczywiście okraszone lejącą się krwią i odrobiną uczuć, jakie niesie z sobą uśmiech pewnego miłego kasjera z supermarketu. ""Nikita jest historią kogoś, kto dopuściwszy się nieodwracalnego czynu, próbuje zmazać go przez aktywne życie, chce odkupić winy i zacząć od nowa. Lecz w życiu nie ma do końca zapłaty za to, co uczyniliśmy.",83,młody kobieta dno wciągniąć spirala narkotyk przemoc manipulować służba specjalny czynić skuteczny beznamiętny zabójczynia wspomagać sposobność victor sprzątaczać oczywiście okraszć lejącą krew odrobina uczucie nieść siebie uśmiech pewny miły kasjer supermarket nikity historia dopuścić nieodwracalny czyn próbować zmazać aktywny życie chcieć odkupić wina zacząć nowy życie mieć koniec zapłata uczynić być
https://www.filmweb.pl/film/Ca%C5%82e+szcz%C4%99%C5%9Bcie-2006-174600,Całe szczęście,"['Fantasy', 'Komedia rom.']","Ashley jest największą szczęściarą na świecie, zawsze dostaje to czego chce i wszystko idzie po jej myśli. Życie Ashley to niekończące się pasmo sukcesów, godne pozazroszczenia. Jake to natomiast zupełne przeciwieństwo Ashley. Takiego pechowca jak on należałoby omijać szerokim łukiem. Cały świat sprzysiągł się przeciwko niemu i bez przerwy przytrafiają mu się nieszczęścia. Pewnego razu po przypadkowym spotkaniu ich losy odmieniają się. Ashley opuszcza szczęście, a Jake'owi zaczyna się wszystko układać. Ashley chce zrobić wszystko aby odzyskać dawny porządek.",79,ashley największą szczęściara świat dostawać chcieć iść myśl życie ashley niekończące pasmo sukces godny pozazroszczenie jake zupełny przeciwieństwo ashlea pechowiec należeć by omijać szeroki łuk świat sprzysiągłć przeciwko przerwa przytrafiać nieszczęście pewien przypadkowy spotkanie los odmieniać ashley opuszczać szczęście zaczynać układać ashley chcieć zrobić odzyskać dawny porządek
https://www.filmweb.pl/film/Dziewczyna+z+ekstraklasy-2010-465860,Dziewczyna z ekstraklasy,['Komedia rom.'],"Pewnego dnia Kirk, zwykły chłopak pracujący jako ochroniarz na lotnisku, spotyka swoją wymarzoną dziewczynę. O dziwo Molly zakochuje się w nim. Jednak żeby utrzymać związek Kirk będzie musiał poradzić sobie m.in. z byłą dziewczyną, swoja nieśmiałością, znajomymi oraz rodziną, którzy mogą pokrzyżować mu plany...",44,pewien dzień kirka zwykły chłopak pracować ochroniarz lotnisko spotykać swój wymarzoną dziewczyna dziwo molly zakochować utrzymać związek kirk musieć poradzić siebie byłą dziewczyna swoja nieśmiałość znajomy rodzina móc pokrzyżować plan
https://www.filmweb.pl/film/Adventureland-2009-460047,Adventureland,"['Dramat', 'Komedia']","Akcja filmu dzieje się w 1987 roku. Główny bohater marzy o studiach w Nowym Jorku, jednak okazuję się, że jego rodzice mają poważne problemy finansowe. I tak, zamiast cudownych wakacji Jamesa czeka praca za najniższą stawkę w wesołym miasteczku. Odnajduję tam jednak nowych przyjaciół i co najważniejsze prawdziwą miłość. Nudne wakacje przeradzają się w najbardziej niesamowitą przygodę...",57,akcja film dziać rok główny bohater marzyć studia nowy jork okazywać rodzic mieć poważny problem finansowy zamiast cudowny wakacje james czekać praca niski stawka wesoły miasteczko odnajdować nowy przyjaciel ważny prawdziwy miłość nudny wakacje przeradzać niesamowity przygoda
https://www.filmweb.pl/film/Rybka+zwana+Wand%C4%85-1988-1101,Rybka zwana Wandą,['Komedia kryminalna'],"Wanda to seksowna Amerykanka uwielbiająca diamenty. Ona i jej narzeczony Otto wbrew umowie ze złodziejami kolekcji chcą wszystkie diamenty dla siebie. Informują więc policję o poczynaniach złodziei. Teraz zostaje tylko odkryć, gdzie skradziona kolekcja się znajduje.",36,wanda seksowny amerykanka uwielbiać diament narzeczony otto wbrew umowa złodzieje kolekcja chcieć wszystek diament siebie informować policja poczynanie złodziej zostawać odkryć skradziić kolekcja znajdować
https://www.filmweb.pl/film/Footloose-2011-489634,Footloose,"['Dramat', 'Muzyczny', 'Komedia']","Remake filmu z 1984 roku. Historia Rena McCormacka (Kenny Wormald), chłopaka wychowanego w mieście, który przeprowadza się do konserwatywnego miasteczka, gdzie jego miłość do rockowej muzyki nie jest tolerowana w szkole średniej i doprowadza do szaleństwa lokalnych kaznodziei.",38,remake film rok historia rena mccormacka kenny wormald chłopak wychowany miasto przeprowadzać konserwatywny miasteczko miłość rockowy muzyka tolerować szkoła średni doprowadzać szaleństwo lokalny kaznodziei
https://www.filmweb.pl/film/Mary+Poppins+powraca-2018-765557,Mary Poppins powraca,"['Familijny', 'Musical']","Mary Poppins pomaga nowemu pokoleniu rodziny Banksów odnaleźć radość i zachwyt życiem, które zatracili w szarej codzienności. Niezawodna niania i jej magiczne zdolności jak zwykle przemienią każde zadanie w niezapomnianą, fantastyczną przygodę!",32,Mary poppins pomagać nowy pokolenie rodzina banks odnaleźć radość zachwyt życie zatracić szary codzienność niezawodny niania magiczny zdolność zwykle przemienić zadanie niezapomniany fantastyczny przygoda
https://www.filmweb.pl/film/Sekret+ksi%C4%99gi+z+Kells-2009-267899,Sekret księgi z Kells,"['Animacja', 'Familijny', 'Przygodowy']","1200 lat temu 12-letni chłopiec imieniem Brendan poznał Brata Aidana, strażnika niezwykłej, choć niedokończonej, iluminowanej księgi. Aidan powierza Brendanowi ważne zadanie – ukończyć Księgę z Kells. Misja ta będzie pełna przygód i niebezpieczeństw, a Brendan stawi czoła swym najgłębszym lękom. Księga z Kells jest jednym z najpiękniejszych manuskryptów średniowiecznych, iluminowanych przez celtyckich mnichów. Film opowiada o jej powstaniu. Ukazuje przygody bohaterów w sposób pełen piękna, a jednocześnie zachowujący wierność kulturowym korzeniom, które odkrywają się przed widownią w sposób równie magiczny, jak księga Aidana. Animacja oparta na motywie koła stanowi antidotum dla monotonii dzisiejszych filmów rysunkowych.",95,rok letni chłopiec imien brendan poznać brat aidan strażnik niezwykły niedokończony iluminowanej księga aidan powierzać brendan ważny zadanie ukończyć księga kells misja pełny przygód niebezpieczeństwo brendan stawić czoło swój najgłębszym lękom księga kells piękny manuskrypt średniowieczny iluminowany celtycki mnich film opowiadać powstanie ukazywać przygoda bohater pełny piękno jednocześnie zachowuć wierność kulturowy korzenie odkrywać widownia równie magiczny księga aidan animacja oprzeć motyw koło stanowić antidotum monotonia dzisiejszy film rysunkowy
https://www.filmweb.pl/film/David+Attenborough%3A+%C5%BBycie+na+naszej+planecie-2020-850417,David Attenborough: Życie na naszej planecie,"['Dokumentalny', 'Przyrodniczy']","Ten wyjątkowy film dokumentalny wyprodukowany przez nagradzaną wytwórnię Silverback Films specjalizującą się w filmach przyrodniczych oraz globalną organizację ekologiczną WWF opowiada historię życia na naszej planecie z punktu widzenia mężczyzny, który zna świat natury lepiej niż ktokolwiek inny na świecie. W ciągu 93 lat życia Attenborough odwiedził każdy kontynent, badając dzikie miejsca na Ziemi i dokumentując życie przeróżnych niesamowitych stworzeń. Film analizuje wyzwania, przed jakimi stoi nasza planeta, i daje nadzieję przyszłym pokoleniom.",73,wyjątkowy film dokumentalny wyprodukować nagradzany wytwórnia silverback films specjalizuć film przyrodniczy globalny organizacja ekologiczny wwf opowiadać historia życie planet punkt widzenie mężczyzna znać świat natura świat ciąg rok życie attenborough odwiedzić kontynent badając dziki miejsce ziemia dokumentuwać życie przeróżny niesamowitych stworzenie film analizować wyzwanie stać planeta dawać nadzieja przyszły pokolenie
https://www.filmweb.pl/film/Rio+Bravo-1959-30695,Rio Bravo,['Western'],"Szeryf John T. Chance (John Wayne) musi zapobiec ucieczce z więzienia wpływowego zabójcy. Jego pozostający na wolności przyjaciele planują odbicie więźnia. Szeryfowi pomagają jedynie alkoholik Dude (Dean Martin), staruszek Stumpy (Walter Brennan) i przystojny Colorado (Ricky Nelson).",37,szeryf John t chance john wayny musieć zapobiec ucieczka więzienie wpływowy zabójca pozostający wolność przyjaciel planować odbicie więźnie szeryf pomagać alkoholik dude dean martin staruszek stumpy walter brennan przystojny colorado ricky nelsona
https://www.filmweb.pl/film/Sekcja+8.-2003-33571,Sekcja 8.,['Sensacyjny'],"W panamskiej strefie kanałowej dochodzi do tragedii: podczas ataku huraganu ginie oddział przygotowany do walk w dżungli. Z sześciu ludzi jedynie dwóm udaje się przetrwać. Ratownicy zauważają jednak trzeciego, który próbuje zabić pozostałych. Co stało się z resztą, zwłaszcza z sierżantem Westem (Samuel L. Jackson), znienawidzonym przez rekrutów zupakiem, ale przecież świetnym, doświadczonym żołnierzem? Prowadząca wojskowe śledztwo kapitan Osborne (Connie Nielsen) nie potrafi niczego wyjaśnić, a ocaleni żołnierze nabierają wody w usta. Dowódca bazy wzywa więc na pomoc starego przyjaciela, Hardy'ego (John Travolta) - niegdyś komandosa, obecnie agenta DEA o wątpliwej zresztą reputacji.",93,panamski strefa kanałowy dochodzić tragedia atak huragan ginąć oddział przygotować walka dżungli sześć człowiek udawać przetrwać ratownik zauważać trzeci próbować zabić pozostały stać reszta zwłaszcza sierżant west samuela lata Jackson znienawidzonym rekrut zupakie świetny doświadczony żołnierz prowadzić wojskowy śledztwo kapitan osborny connie nielsen potrafić wyjaśnić ocaleń żołnierz nabierać woda usta dowódca baza wzywać pomoc stary przyjaciel john travolta niegdyś komandosy obecnie agent dea wątpliwy zresztą reputacja
https://www.filmweb.pl/film/Odmienne+stany+%C5%9Bwiadomo%C5%9Bci-1980-8280,Odmienne stany świadomości,"['Dramat', 'Horror', 'Sci-Fi']",W piwnicy szkoły medycznej dr Jessup zanurza się w całkowicie nowej otchłani. Najbardziej przerażający eksperyment w historii nauki może wymknąć się spod kontroli... A obiektem tego eksperymentu jest on sam.,30,piwnica szkoła medyczny doktor jessup zanurzać całkowicie nowy otchłać przerażać eksperyment historia nauka móc wymknąć spod kontrola obiekt eksperyment
https://www.filmweb.pl/film/X-2022-10006835,X,['Horror'],"Grupa początkujących filmowców udaje się do domu na odludziu w Teksasie, by nakręcić tam swój sekretny film. Starsi, ekscentryczni gospodarze, którzy wynajmują im posiadłość, szybko zaczynają się interesować swoimi gośćmi i wkrótce ich podejrzana ciekawość przybiera drastyczny obrót.",38,grupa początkujący filmowiec udawać dom odludziu teksas nakręcić swój sekretny film stary ekscentryczny gospodarz wynajmować posiadłość szybko zaczynać interesować swój gość wkrótce podejrzany ciekawość przybierać drastyczny obrót
https://www.filmweb.pl/film/Zagadka+nie%C5%9Bmiertelno%C5%9Bci-1983-10468,Zagadka nieśmiertelności,['Horror'],"Kobieta-wampir Miriam Blaylock (Catherine Deneuve) od wieków odżywia się krwią swoich kochanków, co pozwala jej zachować wieczną młodość. Niestety, jej mężczyźni po ukąszeniu bardzo szybko się starzeją i w ciągu krótkiego czasu umierają. Podobna sytuacja spotyka Johna (David Bowie), który udaje się po pomoc do doktor Sarah Roberts (Susan Sarandon), pracującej nad eliksirem młodości. Kiedy Miriam dowiaduje się o tym, rusza śladem kochanka.",63,kobieta wampir miriać blaylock catherine deneuve wiek odżywiać krew swój kochank pozwalać zachować wieczny młodość niestety mężczyzna ukąszć szybko starzeć ciąg krótki czas umierać podobny sytuacja spotykać John david bowie udawać pomoc doktor sarah roberts susan sarandon pracuć eliksir młodość miriam dowiadować ruszać ślad kochanek
https://www.filmweb.pl/film/Polowanie+na+dru%C5%BCb%C3%B3w-2015-704181,Polowanie na drużbów,['Komedia'],"Przezabawna męska odpowiedź na „Druhny”. Jimmy Callahan (Kevin Hart) był już ortodoksyjnym Żydem, mężczyzną z wyższych sfer i szanowanym biznesmenem. Zawsze podczas uroczystości ślubnych. Przede wszystkim jednak jest prawdziwym przyjacielem. Wszystkich. Wszystkich, którzy mu za to zapłacą. Prowadzi nawet firmę, która świadczy takie usługi. Trafiają do niego największe społeczne wyrzutki, ale i niemający czasu na przyjaźń bogacze. Trafia do niego także Doug Harris (Josh Gad), który jest zakochany, radosny i szczęśliwy. Ma u boku wymarzoną narzeczoną (Kaley Cuoco-Sweeting) i problem, a właściwie siedem problemów. Za dwa tygodnie ślub, a on nie ma drużby, a potrzebuje ich siedmiu. Odmówili mu wszyscy. O pomoc zwraca się do Callahana. Ale za kupionych przyjaciół płaci się podwójnie.",113,przezabawny męski odpowiedź druhny jimmy callahan kevin hart ortodoksyjny żyd mężczyzna wysoki sfera szanowany biznesmen uroczystość ślubny prawdziwy przyjaciel zapłacić prowadzić firma świadczyć usługa trafiać wielki społeczny wyrzutka niemać czas przyjaźń bogaczy trafiać doug harris josh gad zakochać radosny szczęśliwy mieć bok wymarzyć narzeczyć kalea cuocy sweeting problem właściwie siedem problem tydzień ślub mieć drużby potrzebować siedem odmówić pomoc zwracać callahan kupiony przyjaciel płacić podwójnie
https://www.filmweb.pl/film/%C5%9Amier%C4%87+w+Wenecji-1971-34397,Śmierć w Wenecji,"['Dramat', 'Kostiumowy']","Filmowa adaptacja opowiadania Thomasa Manna. Akcja toczy się w 1911 roku. Chory na serce znany kompozytor austriacki Gustav von Aschenbach przyjeżdża do luksusowego hotelu na weneckim Lido, by odpocząć i podreperować zdrowie. Pewnego dnia wśród hotelowych gości zauważa kilkunastoletniego chłopca. Jak się okazuje, Tadzio wraz z matką, trzema siostrami i guwernantką przyjechał z Polski na wakacje. Aschenbach jest zafascynowany niebywałą urodą chłopca. Tadzio staje się obiektem jego uwielbienia. Tymczasem w mieście wybucha epidemia cholery.",74,filmowy adaptacja opowiadać thomas manny akcja toczyć rok chory serce znany kompozytor austriacki gustav von aschenba przyjeżdżać luksusowy hotel wenecki lido odpocząć podreperować zdrowie pewien dzień hotelowy gość zauważać kilkunastoletniy chłopiec okazywać tadzio wraz matka trzy siostra guwernantka przyjechać Polska wakacje aschenba zafascynować niebywały uroda chłopiec tadzio stawać obiekt uwielbieć tymczasem miasto wybuchać epidemia cholera
https://www.filmweb.pl/film/Wojna+Harta-2002-31861,Wojna Harta,"['Wojenny', 'Dramat']","Zimą 1944 roku, do niemieckiego obozu jenieckiego pod Augsburgiem trafia porucznik Hart (Colin Farrell). Krótko po jego przybyciu dochodzi do morderstwa, w wyniku którego ginie amerykański żołnierz. Głównym podejrzanym zostaje czarnoskóry pilot, porucznik Scott (Terrence Howard). Jeńcy organizują sąd wojskowy, na czele którego staje pułkownik McNamara (Bruce Willis). Do obrony oskarżonego zostaje wyznaczony Hart.",54,zima rok niemiecki obóz jenieckiego augsburgie trafiać porucznik Hart colina farrell krótko przybyć dochodzić morderstwo wynik ginąć amerykański żołnierz główny podejrzać zostawać czarnoskóry pilot porucznik Scott Terrence howard jeńcy organizować sąd wojskowy czele stawać pułkownik mcnamara bruce willis obrona oskarżony zostawać wyznaczyć hart
https://www.filmweb.pl/film/Zwyczajna+dziewczyna-2016-742821,Zwyczajna dziewczyna,['Komedia'],"Catrin jest początkującą scenarzystką i właśnie zdobyła swoją wymarzoną posadę. W słynnej wytwórni filmowej trwają prace nad ogromnym i niezwykle ważnym projektem – produkcją, która podniesie obywateli na duchu. Szybko okazuje się jednak, że jej jedyna rola to wymyślanie ""gadki szmatki"", czyli... kobiecych dialogów. A na dodatek na planie wszystko kręci się wokół podstarzałego aktora z rozbuchanym ego, zarozumiałego reżysera, zwariowanej agentki i... przystojnego scenarzysty, który nie wierzy, że jakakolwiek kobieta może być lepsza od niego. Catrin postanawia udowodnić mu, jak bardzo się myli. I wkrótce oboje przekonują się, że to życie pisze najciekawsze scenariusze!",95,catrin początkuć scenarzystka zdobyć swój wymarzyć posada słynny wytwórnia filmowy trwać praca ogromny niezwykle ważny projekt produkcja podnieść obywatel duch szybko okazywać jedyny rola wymyślać gadka szmatka kobiecy dialog dodatek plać kręcić wokół podstarzały aktor rozbuchany Ego zarozumiały reżyser zwariować agentka przystojny scenarzyst wierzyć jakakolwiek kobieta móc dobry catrin postanawiać udowodnić mylić wkrótce oba przekonować życie pisać ciekawy scenariusz
https://www.filmweb.pl/film/Przechowalnia+numer+12-2013-671333,Przechowalnia numer 12,['Dramat'],"""Przechowalnia numer 12"" ze szczodrą dawką empatii, choć bez śmiertelnej powagi, traktuje o nastolatkach umieszczonych w ośrodku wychowawczym. Ich problemy, które mogłyby przerosnąć niejednego dorosłego, obserwujemy głównie z perspektywy Grace (Brie Larson) zarządzającej ośrodkiem. Prywatne sprawy młodej dziewczyny okażą się niebezpiecznie blisko powiązane z jej obowiązkami zawodowymi.",47,przechowalień numer szczodrą dawka empatia śmiertelny powaga traktować nastolatke umieszczić ośrodek wychowawczy problem móc by przerosnąć niejeden dorosły obserwować głównie perspektywa grace brie larson zarządzać ośrodek prywatny sprawa młody dziewczyna okazać niebezpiecznie blisko powiązać obowiązek zawodowy
https://www.filmweb.pl/film/Nikomu+ani+s%C5%82owa-2001-31374,Nikomu ani słowa,"['Kryminał', 'Thriller']","Nieznani sprawcy porywają córkę cenionego nowojorskiego psychiatry (Michael Douglas). W zamian za jej uwolnienie żądają, by wydobył on bezcenne dla nich informacje od jednej ze swoich pacjentek. Jest nią pogrążona w katatonii osiemnastoletnia dziewczyna, która zdaje się skrywać mroczną tajemnicę.",40,nieznany sprawca porywać córka cenion nowojorskiy psychiatra michael douglas zamian uwolnić żądać wydobyć bezcenny informacja swój pacjentka pogrążyć katatonia osiemnastoletć dziewczyna zdawać skrywać mroczny tajemnica
https://www.filmweb.pl/film/Operacja+%C5%9Awit-2006-231144,Operacja Świt,"['Dramat', 'Wojenny']","Film opowiada prawdziwą historię amerykańskiego pilota bojowego. Dieter Dengler (Christian Bale), Amerykanin niemieckiego pochodzenia, zostaje zestrzelony i pojmany w Laosie podczas Wojny Wietnamskiej. Dengler organizuje ryzykowną ucieczkę dla małej grupy więźniów wojennych, w której znajduje się między innymi Duane Martin (Steve Zahn).",42,film opowiadać prawdziwy historia amerykański pilot bojow dieter dengler christiana bale amerykanin niemiecki pochodzenie zostawać zestrzelć pojmać laos wojna wietnamski dengler organizować ryzykowny ucieczka mały grupa więźnium wojenny znajdować duać martin steve zahn
https://www.filmweb.pl/film/M%C5%82oda+Wiktoria-2009-442915,Młoda Wiktoria,"['Historyczny', 'Melodramat']","Opowieść o młodzieńczych latach wyjątkowej królowej, której panowanie przeszło do historii jako ""epoka wiktoriańska"". Już jako nastolatka Wiktoria potrafiła uniezależnić się od zaborczej matki oraz jej nieprzychylnego małżonka, a w miesiąc po 18 urodzinach została królową Zjednoczonego Królestwa Wielkiej Brytanii. Wkrótce potem los postawił na jej drodze księcia Alberta i serce młodej monarchini zaczęło bić szybciej. Zdając sobie sprawę, że młodzieniec jako młodszy syn pomniejszego niemieckiego księcia nie śmiałby poprosić o rękę królowej Wielkiej Brytanii, Wiktoria postanowiła przejąć inicjatywę…",79,opowieść młodzieńczy rok wyjątkowy królowy panować przejść historia epoka wiktoriański nastolatek wiktoria potrafić uniezależnić zaborczy matka nieprzychylny małżonek miesiąc urodzine zostać królowa zjednoczonego królestwo wielki brytania wkrótce potem los postawić droga książę alberta serce młody monarchin zacząć bić szybko zdawać siebie sprawa młodzieniec młody syn pomniejszy niemiecki książę śmiać by poprosić ręka królowy wielki brytania wiktoria postanowić przejąć inicjatywa
https://www.filmweb.pl/film/Rycerze+z+Szanghaju-2003-34258,Rycerze z Szanghaju,"['Komedia', 'Przygodowy']","Chon Wang (Jackie Chan) i Roy O'Bannon (Owen Wilson), idąc śladami mordercy ojca Chona, trafiają do wiktoriańskiej Anglii, gdzie odkrywają spisek mający na celu uśmiercenie całej rodziny królewskiej. Próbują zapobiec przewidywanym zamachom, a przy okazji - dokonać prywatnej zemsty na mordercach. W poszukiwaniach bardzo pomocna okazuje się siostra Chona - Lin (Fann Wong).",53,chon wang jacki chan roy owen wilson iść ślad morderca ojciec chon trafiać wiktoriański anglia odkrywać spisek mieć cel uśmiercić rodzina królewski próbować zapobiec przewidywać zamachom okazja dokonać prywatny zemsta morderca poszukiwani pomocny okazywać siostra chyć lina fann wong
https://www.filmweb.pl/film/Ucieczka+w+milczenie-2004-108346,Ucieczka w milczenie,['Dramat'],"Film jest adaptacją powieści autorstwa Laurie Halse Anderson, o tym samym tytule, zrealizowaną w ramach kina niezależnego. Film opowiada o 13-letniej Melindzie Sordino (Kristen Stewart) dziewczynie w depresji, która stara się znaleźć sposób na poradzenie sobie z otaczającą ją rzeczywistością oraz wspomnieniami traumatycznych wydarzeń z przeszłości. Jej decyzja, aby nie dzielić się z nikim swoimi przeżyciami oraz zdusić w sobie wspomnienia spowodowała, że z popularnej i zdolnej dziewczyny, zmieniła się w osobę nieakceptowaną przez swoje środowisko. Narastające problemy z nauką tylko pogorszyły sytuację. Okazuje się, że jej ostatnim ratunkiem jest młody i ambitny nauczyciel, który dostrzega w niej ukryty potencjał.",100,film adaptacja powieść autorstwo lauria halse anderson tytuł zrealizować ramy kino niezależny film opowiadać letniej melinda sordino kristen stewart dziewczyć depresja starać znaleźć poradzeć siebie otaczać rzeczywistość wspomnieni traumatyczny wydarzenie przeszłość decyzja dzielić niki swój przeżycie zdusić siebie wspomnienie spowodować popularny zdolny dziewczyna zmienić osoba nieakceptować swój środowisko narastające problem nauka pogorszyć sytuacja okazywać ostatni ratunk młody ambitny nauczyciel dostrzegać ukryć potencjał
https://www.filmweb.pl/film/1984-1984-3476,1984,"['Melodramat', 'Thriller', 'Sci-Fi']","Klasyczna adaptacja powieści George'a Orwella opowiadająca o totalitarnym państwie, w którym obywatele są śledzeni i inwigilowani na każdym kroku, a wszelkie, nawet najmniejsze objawy indywidualności są brutalnie tłumione. W tym świecie Winston Smith (John Hurt) podejmuje beznadziejną walkę z systemem, próbując zdobyć chociaż namiastkę wolności dla siebie i kobiety (Suzanna Hamilton), którą kocha.",53,klasyczny adaptacja powieść orwella opowiadać totalitarny państwo obywatel śledzć inwigilować krok wszelki najmniejsze objaw indywidualność brutalnie tłumiić świat winston smith john hurt podejmować beznadziejny walka system próbować zdobyć chociaż namiastka wolność siebie kobieta suzanny Hamilton kochać
https://www.filmweb.pl/film/Flintstonowie-1994-10362,Flintstonowie,"['Komedia', 'Familijny']","Flintstonowie i Rubble'owie to nowoczesne rodziny z epoki kamienia łupanego. Fred (John Goodman) i Barney (Rick Moranis) pracują w Slate and Company wysadzając skały. Fred pożycza Barney'owi pieniądze na adopcję dziecka. Gdy obaj przystępują do testu decydującego, kto powinien zostać nowym wiceprezesem firmy, Barney odwdzięcza się Fredowi odpowiedziami na pytania testowe. Fred dostaje się na wymarzone stanowisko, ale uświadamia sobie, że ulega manipulacjom Cliffa Vandercave'a (Kyle MacLachlan).",67,flintstonowie nowoczesny rodzina epoka kamień łupany fred john goodman barneya rick moranis pracować slate and compać wysadzać skała fred pożyczać pieniądz adopcja dziecko oba przystępować test decydujący zostać nowy wiceprezes firma barney odwdzięczać fred odpowiedzia pytanie testowy fred dostawać wymarzony stanowisko uświadamiać siebie ulegać manipulacja cliff kyle maclachlan
https://www.filmweb.pl/film/Skok+stulecia-2018-739951,Skok stulecia,['Sensacyjny'],"Nick Flanagan (Gerard Butler) stoi na czele cieszącej się złą sławą w przestępczym światku grupy agentów, którzy zasłynęli likwidacją najbardziej niebezpiecznych gangów. Wszyscy wiedzą, że Flanagan stosuje metody równie brutalne jak jego przeciwnicy i nigdy nie odpuszcza. Ray Merriman (Pablo Schreiber) właśnie opuścił więzienie i organizuje skok, który ma go ustawić do końca życia. Nikt dotąd nie porwał się na realizację tak śmiałego planu, ale Merriman to złodziej wizjoner. Gdy jeden z jego wspólników zdradza policji plany skoku, do akcji z całą brutalnością wkracza ekipa Flanagana. Tym razem jednak przeciwnik okaże się niezwykle wymagający. Plan Merrimana okazuje się znacznie bardziej wyrafinowany niż można było przypuszczać…",105,nick flanagan gerard butler stać czele cieszącej zły sława przestępczy światek grupa agent zasłynąć likwidacja niebezpieczny gang wiedzieć flanagan stosować metoda równie brutalny przeciwnik odpuszczać ray Merriman pablo schreiber opuścić więzienie organizować skok mieć ustawić koniec życie nikt dotąd porwać realizacja śmiały plan Merriman złodziej wizjoner wspólniek zdradzać policja plan skok akcja brutalność wkraczać ekipa flanagany przeciwnik okazać niezwykle wymagający plan merrimano okazywać znacznie wyrafinować przypuszczać
https://www.filmweb.pl/film/Laleczka+Chucky-1988-33319,Laleczka Chucky,['Horror'],"Charles Lee Ray - niebezpieczny przestępca - postrzelony przez policjantów przenosi swoją duszę w ciało zabawki dla dzieci - laleczki Chucky. Lalka (matka kupuje ją dla dziecka od nieznajomego sprzedawcy) dostaje się w ręce sześciolatka - Andy'ego Barclay'a. Początkowo nic dziwnego się nie dzieje, ale wkrótce okaże się, że laleczka jest koszmarną zabawką.",53,charles lee ray niebezpieczny przestępca postrzelony policjant przenosić swój dusza ciało zabawka dziecko laleczka chucky lalka matka kupować dziecko nieznajomy sprzedawca dostawać ręka sześciolatek początkowo dziwny dziać wkrótce okazać laleczki koszmarny zabawka
